Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Length,LanguageDiversity,DescriptorDensity,MostFrequentDescriptors,LongWordDensity,Personability,Storytelling,SocialNetworkBinary
475003,B0026WL1F8,A1EU1MI5Q0J0WN,"K. Bittner ""Kenswheels""",0,1,5,1232236800,"Great product, sloppy service",67,0.8059701492537313,0.08955223880597014,[],0.208955223880597,0.07462686567164178,0.014925373134328358,1
238400,B0009X1P7A,A18KMOFIUPFJL8,Sportschick,0,0,1,1332115200,AWFUL,146,0.6027397260273972,0.1506849315068493,"[('good', 2), ('able', 2), ('small', 2)]",0.0958904109589041,0.07534246575342465,0.00684931506849315,0
172243,B002EDEMLY,AG31I44WVS415,Eric Hawkins,3,13,1,1299196800,"Absolutely Aweful! TERRIBLE I SAY, TERRIBLE!",41,0.8292682926829268,0.0975609756097561,[],0.1951219512195122,0.04878048780487805,0.0,0
12906,B000IZTDWS,ACJ3LD3PUCJKG,T. Young,0,0,5,1170374400,Dogs love em and good for them too,67,0.7014925373134329,0.16417910447761194,"[('allergic', 2)]",0.14925373134328357,0.208955223880597,0.014925373134328358,0
144866,B002OFUBJO,A3OSITZY7APMS3,Sean,1,1,3,1303084800,Good flavor but a bit tough,29,0.8620689655172413,0.10344827586206896,[],0.13793103448275862,0.20689655172413793,0.0,0
157807,B000TK6LBS,A33NXNZ79H5K51,"Jean M ""JM""",0,0,5,1332460800,Anytime of day coffee,91,0.6923076923076923,0.13186813186813187,[],0.18681318681318682,0.07692307692307693,0.04395604395604396,0
401113,B000KENKXA,A2NSJD195X365C,"Margaret Kornberg ""Peggy loves to cook""",2,2,5,1265760000,gluten free cornbread mix,41,0.7804878048780488,0.14634146341463414,[],0.21951219512195122,0.024390243902439025,0.0,0
284193,B0051COPH6,AJ2FDNZ3COBFN,Cassie,0,0,5,1332288000,Good,135,0.7037037037037037,0.14814814814814814,"[('so', 3), (""n't"", 2), ('little', 2)]",0.17037037037037037,0.0962962962962963,0.02962962962962963,0
422777,B001BM4NAE,A1MGP9NZQ5V7KU,Patricia L. Ovitt,1,1,2,1186531200,Disappointed,136,0.6176470588235294,0.125,"[('not', 3), ('good', 2), ('However', 2)]",0.22058823529411764,0.1323529411764706,0.007352941176470588,0
293305,B000ILILM0,A1MS9UQX4MX680,"mmarch ""mmarch""",0,0,5,1268092800,amazing,76,0.7105263157894737,0.23684210526315788,"[('even', 2), ('regular', 2), ('not', 2)]",0.2631578947368421,0.039473684210526314,0.0,0
226592,B000FFLTEG,AH7MLDP5HOIRQ,PEB,8,8,4,1180137600,Simply Delicious,24,0.9166666666666666,0.20833333333333334,[],0.16666666666666666,0.041666666666666664,0.0,0
149970,B003M60K54,A209QRVZ99UQDC,Calamity Jane,1,1,5,1328486400,Best for Dental Health,316,0.4873417721518987,0.12025316455696203,"[('red', 2), ('large', 2), ('healthy', 2), ('expensive', 2), ('dental', 2)]",0.18037974683544303,0.08544303797468354,0.0189873417721519,0
339898,B0014ET1WE,A2I26J87IO5P7M,Ryan Mitchell,2,5,3,1240444800,"Decent amount of clams, very bland taste",88,0.7386363636363636,0.11363636363636363,"[('clam', 2)]",0.23863636363636365,0.03409090909090909,0.0,0
371688,B000Q71L50,A1SLSU5VAOYTH0,Scott Pelton,0,0,4,1304726400,"Great tasting snack, but way overpriced when not on sale!",64,0.765625,0.15625,"[('back', 2)]",0.109375,0.09375,0.0,0
222817,B005HGAV88,A1MIF84YZKY5NK,W. R. Goldsborough,1,1,4,1336867200,Nice variety,38,0.8421052631578947,0.07894736842105263,[],0.34210526315789475,0.05263157894736842,0.05263157894736842,0
188719,B000HJPBGC,AJODFYZSKNNWI,"C.C. ""Ducks""",0,0,4,1284768000,Great coffee,103,0.5728155339805825,0.24271844660194175,"[('very', 5), ('good', 4), ('better', 2), ('smooth', 2), ('also', 2)]",0.22330097087378642,0.04854368932038835,0.0,0
66693,B000ZT12NK,A2GEZJHBV92EVR,History buff,0,0,5,1345507200,Good milk. Hefty price.,112,0.5982142857142857,0.14285714285714285,"[('not', 3)]",0.17857142857142858,0.0625,0.008928571428571428,0
38535,B005HTY8OS,A4SWNU42MRVW1,Drdavis,0,0,1,1344816000,Weak hot chocolate,41,0.7073170731707317,0.17073170731707318,[],0.1951219512195122,0.07317073170731707,0.0,0
450431,B000FEFELG,A1JYVHTF738C9X,Carol,0,0,3,1306195200,Reese Cheesoning,91,0.6593406593406593,0.07692307692307693,[],0.25274725274725274,0.06593406593406594,0.01098901098901099,0
329988,B002QWHJOU,A2SLPWNVXLZDAV,Bev Scott,0,3,5,1304899200,Yummy!!!,84,0.7380952380952381,0.10714285714285714,[],0.08333333333333333,0.17857142857142858,0.03571428571428571,1
384978,B001RNHITU,A2A3XV2R7CQMBV,"Amanda Peck ""amanda931""",1,2,5,1250208000,high class ramen,116,0.646551724137931,0.12931034482758622,[],0.14655172413793102,0.06896551724137931,0.008620689655172414,0
277819,B002OMV09W,A3A2E86JHAPGIZ,mispolomino13,2,9,1,1278892800,False Advertising,49,0.7959183673469388,0.10204081632653061,[],0.20408163265306123,0.08163265306122448,0.0,0
68448,B00080QKT2,A1NMGX8SJPVAHX,"Amber Worth ""Whisper sync broke audible for a...",3,5,5,1318464000,I got this as a present for my big brother and he loved it.,32,0.78125,0.09375,[],0.25,0.03125,0.0,0
553586,B001E6IULK,A2JZE14RJAITQ8,"G. Proulx ""Up to my Neck in Tech""",0,0,4,1330300800,"Great for lunch packers, a little hard",129,0.6201550387596899,0.16279069767441862,[],0.13178294573643412,0.11627906976744186,0.007751937984496124,0
194983,B0000DYVLY,ADHQ4L92YUHK0,"Daniel T. Williams ""DWill""",6,28,5,1101168000,"Pistachios, what was god thinking?",224,0.6607142857142857,0.11607142857142858,"[('Then', 2), ('together', 2)]",0.20089285714285715,0.04017857142857143,0.022321428571428572,0
554151,B000RT9JCE,A1MWJUH06NY5ZF,"R. D. Dell ""dan dell""",1,1,5,1297468800,Trident's Best Flavor!,46,0.9347826086956522,0.13043478260869565,[],0.1956521739130435,0.043478260869565216,0.021739130434782608,0
246747,B000G7TH24,A1GJ8GVQMV9A7V,Love to read,0,0,4,1313539200,Good...not great,37,0.8108108108108109,0.13513513513513514,[],0.13513513513513514,0.08108108108108109,0.02702702702702703,0
487663,B000GJQ5C2,A1YO9KVF7A4W0N,Politicking,0,0,5,1325635200,Amazing Cake! Very Moist!,32,0.84375,0.09375,[],0.21875,0.125,0.03125,0
287997,B003YH9E4E,A27Q1X75QCWTID,Amanda Devon,4,4,5,1333756800,Picky Papillons Love It,277,0.5992779783393501,0.1263537906137184,"[('not', 3), ('damn', 2), (""n't"", 2), ('small', 2), ('too', 2)]",0.1263537906137184,0.08303249097472924,0.021660649819494584,0
92776,B001L048WO,A2UE1811ZZOPVJ,C. Reid,2,10,3,1276300800,Ok,23,0.9565217391304348,0.13043478260869565,[],0.13043478260869565,0.043478260869565216,0.043478260869565216,0
26913,B0047E7EYK,A1RDARTK3VQ4AU,gooniegoogoo,0,0,5,1350000000,The best there is!,183,0.639344262295082,0.13114754098360656,"[('<', 2)]",0.16939890710382513,0.07103825136612021,0.00546448087431694,0
340023,B000EYPNCW,AY29CL3RQ1BDX,"D. Olson ""Happy Girl""",2,2,4,1219622400,Like real sweet corn,30,0.8666666666666667,0.26666666666666666,"[('more', 2)]",0.13333333333333333,0.06666666666666667,0.0,0
160671,B001BOQ3SW,A30KNLUAYQ73F2,"P. A. Kettlewell ""handyhen""",11,11,5,1196121600,ALLERGIES DEALT WITH!!!,140,0.7071428571428572,0.1357142857142857,"[('now', 2)]",0.2357142857142857,0.07857142857142857,0.02142857142857143,0
222749,B002OFH5G6,A2JQ9N3SZUDTQ2,"JackMetal ""mjack""",0,0,4,1334534400,Good Bars but fattening....,66,0.8333333333333334,0.18181818181818182,"[('good', 2)]",0.18181818181818182,0.12121212121212122,0.0,0
546832,B0018CEABE,AU382IFSHQY0,"Timothy Beuthien ""Tim""",2,2,5,1255046400,Dog loves the Canidae,57,0.9122807017543859,0.14035087719298245,[],0.17543859649122806,0.12280701754385964,0.017543859649122806,0
351991,B000M0F58U,A3PA1Q5C43YY52,Andrea Rivers,0,0,5,1329523200,Good Tea,36,0.75,0.2222222222222222,"[(""n't"", 2)]",0.2222222222222222,0.027777777777777776,0.0,0
276098,B000FBMFDO,AB9HWBI6SLMIU,Santa Fean,0,0,5,1257552000,The only thing that works,199,0.6231155778894473,0.10552763819095477,"[('professional', 2), ('only', 2)]",0.1708542713567839,0.06030150753768844,0.02512562814070352,0
254586,B008QLRHDS,AVFBH3IXLTOHZ,Elizabeth Boatwright,5,14,1,1320710400,WAY overpriced,33,0.9393939393939394,0.18181818181818182,[],0.15151515151515152,0.030303030303030304,0.030303030303030304,0
425913,B000TQEWM2,A304I97FHXQQTS,Antec,0,0,5,1317513600,delicious!!,26,0.7692307692307693,0.3076923076923077,"[('good', 2), ('not', 2)]",0.15384615384615385,0.0,0.0,0
415070,B0002B0RDM,APWGD0ZDM093W,"George Rodrix ""Carioca rover.""",1,1,5,1237420800,Shipping,62,0.7903225806451613,0.22580645161290322,[],0.22580645161290322,0.04838709677419355,0.016129032258064516,0
99634,B0015ICUUE,A2T93I8CQEXX0U,sdgirl_34,0,0,5,1326758400,HUGE HIT,49,0.8979591836734694,0.10204081632653061,[],0.16326530612244897,0.061224489795918366,0.04081632653061224,0
165748,B000CPZSC8,A2FBS46XQ07H5R,Bridget,0,0,5,1290470400,Great Vanilla Beans!,39,0.8461538461538461,0.15384615384615385,[],0.28205128205128205,0.10256410256410256,0.0,0
6680,B001LG945O,A1NS6O584WD5FJ,William Polm,0,0,4,1245715200,Good alternative to regular orange soda,107,0.6728971962616822,0.08411214953271028,"[('most', 2)]",0.19626168224299065,0.07476635514018691,0.0,1
395717,B004V3INKQ,ANF7RCFKKEBP6,Miss Priss,0,0,5,1350432000,Amazon Van Houtte Raspberry Truffle Keurig K Cups,34,0.5882352941176471,0.17647058823529413,[],0.2647058823529412,0.058823529411764705,0.0,1
345619,B000PFEWEA,A3IGQPI6A25X7Y,chuck,0,0,5,1303603200,New hot sauce is great You must try it.,63,0.7777777777777778,0.1746031746031746,"[('real', 2)]",0.1111111111111111,0.047619047619047616,0.015873015873015872,0
511600,B0013NE28E,A1NPQF53JRZ59B,Julie Livingston,0,0,4,1333584000,:),26,0.8846153846153846,0.15384615384615385,[],0.19230769230769232,0.07692307692307693,0.0,1
394000,B000WVY4PE,A2GN22343BJY3S,issi27,2,3,5,1301443200,Keeps my mother-in-law regular,45,0.8666666666666667,0.13333333333333333,[],0.15555555555555556,0.08888888888888889,0.022222222222222223,0
449190,B0014UFXGG,A1OH6QJXRJTZV3,cityoftheangels,2,4,4,1274745600,Xylitol is good but Z Sweet has fewer side effects,195,0.6153846153846154,0.10256410256410256,"[('not', 2)]",0.2564102564102564,0.05128205128205128,0.0,0
302758,B004289G4W,A3DZF44EA03T5Z,Roy Clark,0,0,5,1341446400,a Great Find!,119,0.6974789915966386,0.17647058823529413,"[('very', 2), ('well', 2), ('inexpensive', 2)]",0.19327731092436976,0.14285714285714285,0.0,0
181391,B007PA34DS,A1J79CHIUWTEB4,"S. Britt Sr. ""HumanBean""",1,1,5,1314489600,Favorite decaf,35,0.7714285714285715,0.22857142857142856,"[('very', 2)]",0.14285714285714285,0.05714285714285714,0.0,0
376749,B000LR4E6I,A36U7NO5WC37HO,Yu Kwan Cheng,7,8,1,1315008000,Misleading Picture and Description,407,0.47665847665847666,0.07862407862407862,"[('more', 2), ('first', 2), ('pull', 2), ('russian', 2), (""n't"", 2)]",0.1941031941031941,0.05405405405405406,0.019656019656019656,0
393923,B005KGMRGO,A1K71POXDF0945,Alan,0,0,5,1341964800,My guests loved it!,137,0.6861313868613139,0.10948905109489052,[],0.23357664233576642,0.08759124087591241,0.021897810218978103,0
197938,B0078Y6CN0,A2Z0UU1XYGFLC2,"EPRives2012 ""Ezequiel""",0,0,4,1302825600,a great deal and a good brew,70,0.6857142857142857,0.1,"[('right', 2)]",0.17142857142857143,0.07142857142857142,0.02857142857142857,0
381664,B000NJH4KM,A3AGLGTXZHYEIE,Tank,0,0,4,1342137600,Impressed!!!,32,0.84375,0.125,[],0.3125,0.09375,0.0,0
267416,B001ELL9QS,A12S5JMBF5Y9K3,"Amazon Girl ""Cat Lady""",0,0,5,1264896000,"Extreme Health Organic Green Tea, Loose Leaf",62,0.6935483870967742,0.1774193548387097,"[('green', 2)]",0.14516129032258066,0.06451612903225806,0.0,1
326307,B001ABTGQW,AS9TCRNBTI1I2,Lennie,0,0,5,1310774400,"The cool refreshment, with alot of flavor,",38,0.868421052631579,0.13157894736842105,[],0.18421052631578946,0.10526315789473684,0.02631578947368421,1
556911,B000H0ZJHW,AAO45U5T6LX9J,Willie,0,0,5,1240704000,Great treats!,18,1.0,0.16666666666666666,[],0.1111111111111111,0.05555555555555555,0.1111111111111111,0
294507,B000OZP7CM,AY15MC2219ZY7,gerberia,2,6,2,1329782400,Couldn't get it out of the bottle!,48,0.8333333333333334,0.16666666666666666,[],0.2916666666666667,0.0625,0.020833333333333332,0
501779,B000E46GSW,A1PW38OAFQNSC6,MWP,1,1,5,1266451200,The Best...,33,0.9696969696969697,0.18181818181818182,[],0.09090909090909091,0.12121212121212122,0.0,1
222506,B004E4CCSQ,A2SLX6UHHYCMCV,"M. Cordoba ""mxc""",0,0,3,1329091200,"convenient, slight hospital taste, alcohol based sugars",365,0.4657534246575342,0.14794520547945206,"[(""n't"", 4), ('not', 3), ('much', 3), ('just', 3), ('very', 3)]",0.16986301369863013,0.04657534246575343,0.0,0
56454,B000633V3O,AMPGRXQMO89X9,Faye L. Bowring,0,0,5,1346716800,Our Lhasa loves the beef dog food roll!,103,0.7087378640776699,0.1650485436893204,[],0.2815533980582524,0.02912621359223301,0.02912621359223301,0
180250,B00458PX14,A19QY5N9H43P0F,"A. kile ""A kyle""",0,0,5,1283040000,GREAT GUM,39,0.7435897435897436,0.20512820512820512,"[('hard', 2)]",0.10256410256410256,0.10256410256410256,0.02564102564102564,1
267364,B000W5SLHW,A2F6CVR0M82NEY,"Matthew Paul ""Shark""",0,0,5,1303948800,Orijen 6 Fish w/ Sea Veg.,59,0.7966101694915254,0.11864406779661017,[],0.13559322033898305,0.0847457627118644,0.03389830508474576,0
366262,B001D9JC0G,A29MRSU25Y5T8X,Geoff Lodal,1,1,5,1284076800,Affordable Premium Food,236,0.6101694915254238,0.1483050847457627,"[('good', 2), ('too', 2), ('giant', 2), ('large', 2), ('very', 2)]",0.13559322033898305,0.07203389830508475,0.025423728813559324,0
60976,B001T4UMM2,A3JMIVKZXEZYRT,Smokey,0,0,5,1310947200,Check ups,41,0.8780487804878049,0.17073170731707318,[],0.12195121951219512,0.0,0.0,0
126468,B001EO5Y20,A1TF74MNWQJBZC,Judith Kelsey,5,6,5,1168819200,Shortbreads are great!,27,0.9629629629629629,0.2222222222222222,[],0.37037037037037035,0.1111111111111111,0.0,0
213953,B000EPMP40,A877WMJ8EME9X,James R. Zook,0,0,5,1257206400,All six gluten free people in our house love them!,23,0.782608695652174,0.30434782608695654,"[('so', 2)]",0.2608695652173913,0.043478260869565216,0.0,0
231335,B003FDC2I2,A33PP1JA1KZ7DU,Maria,0,0,5,1292544000,"THANK YOU, AMAZON!",104,0.7019230769230769,0.125,[],0.17307692307692307,0.09615384615384616,0.028846153846153848,0
315484,B00141OU50,A1JCC2Y0H3WZ6C,"Marilyn ""a Baby Boomer""",0,1,5,1273795200,My five dogs love these!,28,0.8571428571428571,0.07142857142857142,[],0.14285714285714285,0.07142857142857142,0.0,0
360283,B000WVYB8Y,A2YM2NM7YZA24Q,Haseeb,1,2,5,1253923200,one of the most important minerals for asthmatics,136,0.7058823529411765,0.16176470588235295,"[('bronchial', 2), ('natural', 2)]",0.3161764705882353,0.03676470588235294,0.029411764705882353,0
536456,B001E5DRPA,A1Z4LX3Q1YMF84,"Cindy A. Osterhout ""Cindy O""",0,1,3,1311379200,I bought these for baking,459,0.42919389978213507,0.15904139433551198,"[('not', 9), ('just', 5), ('little', 4), ('dried', 3), ('enough', 3)]",0.15250544662309368,0.08714596949891068,0.006535947712418301,0
474025,B000CQC08C,ANNGQJC6V079T,KDH,0,0,5,1205107200,love it iced!,50,0.86,0.22,[],0.1,0.08,0.0,0
270531,B000FI2VHM,AIEN9L6HSVPCE,sandibeaches5,0,1,5,1217116800,Waiting for the tomatos,20,1.0,0.2,[],0.2,0.1,0.05,0
58907,B002AYA6M6,AZH9D0W312NDR,Bronson,2,2,3,1332460800,Best alternative to a raw diet,77,0.7012987012987013,0.2077922077922078,"[('raw', 3), ('less', 2), ('not', 2)]",0.1038961038961039,0.05194805194805195,0.0,0
154611,B002AQ0OL2,A216W8B80QBN1J,Mary,0,0,4,1322524800,Timothy's Breakfast Blend K-Cups,45,0.9333333333333333,0.2222222222222222,[],0.26666666666666666,0.022222222222222223,0.044444444444444446,0
204267,B001FPYYRE,A2DYMDOAJURO5F,"Aceto ""Hope is a Weed Exasperatus: 1:18""",10,11,5,1277769600,Top Tier and Best Buy,221,0.5158371040723982,0.16289592760180996,"[('top', 2), ('not', 2)]",0.17647058823529413,0.03619909502262444,0.013574660633484163,0
499534,B000CQID6U,AXPA8M9O5IACQ,Deanna Rickman,0,0,5,1163116800,double bergamont tea,19,0.8947368421052632,0.21052631578947367,[],0.0,0.0,0.0,0
365191,B000ET1678,A27HZIVVFNEKQK,pat4,0,0,5,1331337600,fast delivery,31,0.8387096774193549,0.16129032258064516,[],0.16129032258064516,0.16129032258064516,0.0,0
177121,B004FEJ968,A2XNOB1T796Y6B,"ChibiNeko ""Sooo many books, so little time!""",0,0,3,1304467200,Not really a huge fan of these,294,0.5,0.17346938775510204,"[(""n't"", 5), ('just', 5), ('as', 2), ('really', 2), ('too', 2)]",0.1598639455782313,0.06802721088435375,0.013605442176870748,0
396968,B001VNGOF0,A2DXKCRQDSYNT9,Auntsue,2,2,5,1286668800,"Ah, the joy",98,0.673469387755102,0.1326530612244898,"[('great', 2)]",0.20408163265306123,0.08163265306122448,0.030612244897959183,0
512218,B000MAK3UA,A2NXWEH6OHSWNM,"Devon ""Devon""",1,2,3,1313884800,"Great product, but it is 3 WW PointsPlus points per bag (not 1)",202,0.5792079207920792,0.20297029702970298,"[(""n't"", 4), ('not', 3), ('just', 3), ('so', 2)]",0.2079207920792079,0.054455445544554455,0.01485148514851485,0
33936,B00412W76S,AB1Q0GEDU5C0R,"dalupster ""jb""",4,7,5,1200096000,Mom swears by it,25,0.88,0.04,[],0.12,0.08,0.0,1
38197,B0027UQYZQ,A1HHKZVA876ICH,"Happy Go Lucky ""discerning reader""",0,0,5,1338422400,Costco Limes!!!,80,0.675,0.15,"[(""n't"", 2)]",0.1375,0.0875,0.025,0
280332,B0049MDROG,A34TVU3W4L1FZS,lc,2,4,1,1315267200,grossly dissappointed,150,0.6466666666666666,0.18,"[('dry', 2), ('very', 2), ('not', 2)]",0.24,0.06666666666666667,0.0,0
209737,B000Q7535Y,A2M5XIZP905M2W,karate mom,0,0,2,1335225600,bring back the butter!!!,31,0.9354838709677419,0.12903225806451613,[],0.25806451612903225,0.0967741935483871,0.0,0
118665,B000XSJLW2,A25OE2QSYV6J38,H. Skelcher,0,0,4,1244505600,Good when you're being bad,83,0.6987951807228916,0.1686746987951807,[],0.20481927710843373,0.07228915662650602,0.0,0
72033,B007K449CE,A3KXR8L3CJMWW6,"A. Sullivan ""RedbugSullivan""",0,0,5,1343865600,Superb Dandruff Shampoo,91,0.7692307692307693,0.2087912087912088,"[('not', 2), ('clean', 2), ('little', 2)]",0.2087912087912088,0.01098901098901099,0.0,0
373162,B000LKYQPO,A2O4F58PVTK1MX,"hachimachi ""alex""",0,0,5,1244332800,supreme chocolate,30,0.9,0.3333333333333333,[],0.36666666666666664,0.0,0.0,0
158367,B000P17700,A3DQUPXMIAPP9T,"Theresa Kamal Rezk ""xxbigkisses""",0,0,5,1322438400,hersheys cocoa 23 oz.,48,0.7708333333333334,0.16666666666666666,"[('definitely', 2)]",0.2708333333333333,0.020833333333333332,0.0625,0
444112,B000GZW5OS,A34OIIPAKZ8ERV,Sarah Free,1,17,1,1326326400,Eden doesn't protect you from plastics!,63,0.746031746031746,0.12698412698412698,[],0.25396825396825395,0.07936507936507936,0.015873015873015872,0
231320,B003FDC2I2,A3PC2XGLSHKWN6,Bill,0,0,5,1308009600,Great breakfast when i'm in a rush,96,0.6875,0.13541666666666666,"[('just', 2), ('good', 2), ('best', 2)]",0.125,0.052083333333333336,0.010416666666666666,0
406527,B005NEJ9F0,A83WQOYHEQV92,S.Ludwig,0,0,4,1348617600,5gum,190,0.48947368421052634,0.14210526315789473,"[('good', 4), ('long', 3), ('bad', 2), ('not', 2)]",0.12105263157894737,0.06315789473684211,0.010526315789473684,0
106851,B003185UA8,AZ16S5495BNIK,Jessica B.,0,0,5,1306281600,Love it!,89,0.7528089887640449,0.14606741573033707,[],0.24719101123595505,0.1348314606741573,0.02247191011235955,0
